mark,name_model,type_of_car,type_of_drive,type_fuel,engine,power,mileage,is_broken,price,year
land_rover,range_rover_evoque,внедорожник,полный,дизель,2.2 AT (150 л.с.),150,208586,False,2199000,2013
land_rover,range_rover_evoque,внедорожник,полный,дизель,2.0 AT (150 л.с.),150,35655,False,4399000,2019
land_rover,range_rover_evoque,внедорожник,полный,дизель,2.2 AT (190 л.с.),190,57000,False,2900000,2014
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (245 л.с.),245,178000,False,2299000,2013
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (245 л.с.),245,198588,False,1949000,2010
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,150208,False,5799000,2019
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,218000,False,3100000,2014
land_rover,range_rover_sport,внедорожник,полный,бензин,3.0 AT (400 л.с.),400,0,False,19900000,2022
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,54532,False,7599000,2020
land_rover,range_rover_sport,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,104000,False,5900000,2018
land_rover,range_rover_velar,внедорожник,полный,дизель,2.0 AT (180 л.с.),180,50730,False,4849000,2019
lexus,es,седан,передний,бензин,2.5 AT (200 л.с.),200,60000,False,5800000,2019
lexus,es,седан,передний,бензин,3.5 AT (302 л.с.),302,37020,False,4000000,2019
lexus,gx,внедорожник,полный,бензин,4.6 AT (296 л.с.),296,300000,False,2400000,2010
lexus,gx,внедорожник,полный,бензин,4.6 AT (296 л.с.),296,200000,False,4000000,2014
lexus,is,седан,задний,бензин,2.5 AT (208 л.с.),208,291670,False,939000,2007
lexus,is,седан,задний,бензин,2.5 AT (208 л.с.),208,158000,False,1350000,2008
lexus,ls,седан,задний,бензин,4.6 AT (381 л.с.),381,320000,False,630000,2007
lexus,ls,седан,полный,гибрид,5.0 CVT (394 л.с.),394,151167,False,2900000,2013
lexus,lx,внедорожник,полный,бензин,5.7 AT (367 л.с.),367,37080,False,13990000,2019
lexus,lx,внедорожник,полный,дизель,4.5 AT (272 л.с.),272,88233,False,8300000,2018
lexus,lx,внедорожник,полный,бензин,4.7 AT (234 л.с.),234,300000,False,1050000,1998
lexus,lx,внедорожник,полный,дизель,4.5 AT (272 л.с.),272,95000,False,7299000,2016
lexus,lx,внедорожник,полный,дизель,4.5 AT (272 л.с.),272,170000,False,10750000,2020
lexus,nx,внедорожник,передний,бензин,2.0 CVT (150 л.с.),150,128965,False,2679000,2016
lexus,nx,внедорожник,полный,бензин,2.0 CVT (150 л.с.),150,103907,False,3299000,2017
lexus,nx,внедорожник,передний,бензин,2.0 CVT (150 л.с.),150,150049,False,2990000,2017
lexus,nx,внедорожник,полный,бензин,2.0 CVT (150 л.с.),150,223000,False,2430000,2017
lexus,nx,внедорожник,полный,бензин,2.0 CVT (150 л.с.),150,164000,False,2750000,2015
lexus,nx,внедорожник,полный,бензин,2.0 CVT (150 л.с.),150,125000,False,2840000,2015
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,128000,False,4900000,2017
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,138883,False,5200000,2019
lexus,rx,внедорожник,полный,бензин,3.5 AT (276 л.с.),276,206000,False,1450000,2008
lexus,rx,внедорожник,полный,бензин,3.0 AT (204 л.с.),204,206000,False,1249000,2004
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,88908,False,4270000,2016
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,55000,False,5500000,2018
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,163500,False,3500000,2016
lexus,rx,внедорожник,передний,бензин,2.7 AT (188 л.с.),188,230000,False,2200000,2011
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,20426,False,6599000,2021
lexus,rx,внедорожник,полный,бензин,2.0 AT (238 л.с.),238,50500,False,5900000,2019
lexus,rx,внедорожник,полный,бензин,2.4 AT (249 л.с.),249,10,False,9900000,2023
lexus,ux,внедорожник,полный,гибрид,2.0 CVT (178 л.с.),178,31942,False,3199000,2018
lifan,breez_520,хетчбэк,передний,бензин,1.3 MT (89 л.с.),89,142000,False,150000,2010
lifan,cebrium_720,седан,передний,бензин,1.8 MT (128 л.с.),128,41000,False,559000,2014
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,178906,False,279000,2012
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,222222,True,75000,2011
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,161000,False,245000,2011
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,258000,False,119000,2010
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,174000,False,255000,2011
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,142023,False,130000,2012
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,141000,False,240000,2013
lifan,solano,седан,передний,бензин,1.6 MT (106 л.с.),106,120000,True,150000,2012
lifan,x60,внедорожник,передний,бензин,1.8 MT (128 л.с.),128,208153,False,369000,2014
lifan,x60,внедорожник,передний,бензин,1.8 MT (128 л.с.),128,103978,False,689000,2016
lifan,x60,внедорожник,передний,бензин,1.8 CVT (128 л.с.),128,114685,False,899000,2017
lifan,x60,внедорожник,передний,бензин,1.8 MT (128 л.с.),128,163194,False,790000,2015
lifan,x60,внедорожник,передний,бензин,1.8 MT (128 л.с.),128,138000,False,790000,2015
livan,x3_pro,внедорожник,передний,бензин,1.5 CVT (103 л.с.),103,10,False,1249900,2023
lixiang,l7,внедорожник,полный,гибрид,1.5 AT (449 л.с.),449,30,False,8199000,2023
lixiang,l7,внедорожник,полный,гибрид,1.5 AT (449 л.с.),449,300,False,7890000,2023
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,205000,False,390000,2007
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,230000,False,450000,2010
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,190000,False,510000,2007
mazda,3,хетчбэк,передний,бензин,1.6 MT (105 л.с.),105,118000,False,570000,2007
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,212763,False,615000,2008
mazda,3,хетчбэк,передний,бензин,1.6 MT (105 л.с.),105,321000,False,440000,2007
mazda,3,седан,передний,бензин,2.0 AT (150 л.с.),150,186000,False,560000,2005
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,225000,False,560000,2007
mazda,3,седан,передний,бензин,2.5 AT (184 л.с.),184,90000,False,2350000,2019
mazda,3,седан,передний,бензин,2.5 AT (184 л.с.),184,11500,False,2190000,2020
mazda,3,седан,передний,бензин,1.6 AT (105 л.с.),105,213000,False,899000,2010
mazda,3,седан,передний,бензин,1.6 AT (105 л.с.),105,193873,False,699000,2007
mazda,3,седан,передний,бензин,1.6 MT (105 л.с.),105,260000,False,380000,2006
mazda,323,хетчбэк,передний,бензин,1.8 MT (114 л.с.),114,363000,True,50000,1998
mazda,323,седан,передний,бензин,1.6 MT (98 л.с.),98,299000,False,130000,2001
mazda,323,хетчбэк,передний,бензин,1.5 MT (88 л.с.),88,360000,False,120000,1996
mazda,323,седан,передний,бензин,1.5 MT (88 л.с.),88,370100,False,149500,1997
mazda,323,хетчбэк,передний,бензин,1.5 MT (88 л.с.),88,252500,False,115000,2000
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3850000,2022
mazda,6,седан,передний,бензин,2.5 AT (194 л.с.),194,58395,False,1999000,2019
mazda,6,седан,передний,бензин,2.3 AT (166 л.с.),166,185000,False,350000,2004
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,150000,False,550000,2007
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,224140,False,1426000,2013
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3850000,2022
mazda,6,седан,передний,бензин,2.3 AT (166 л.с.),166,210000,False,440000,2007
mazda,6,седан,передний,бензин,2.0 MT (147 л.с.),147,261679,False,819000,2010
mazda,6,седан,передний,бензин,2.0 AT (147 л.с.),147,116168,False,1300000,2011
mazda,6,универсал,передний,бензин,1.8 MT (120 л.с.),120,206000,False,750000,2008
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,152300,False,1690000,2013
mazda,6,седан,передний,бензин,2.0 MT (147 л.с.),147,187880,False,949000,2008
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,195000,False,1650000,2016
mazda,6,седан,передний,бензин,2.0 MT (147 л.с.),147,216000,False,500000,2007
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,168235,False,604000,2007
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,260000,False,800000,2008
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,247000,False,490000,2007
mazda,6,седан,передний,бензин,2.0 AT (147 л.с.),147,250000,True,210000,2007
mazda,6,седан,передний,бензин,2.5 AT (231 л.с.),231,86000,False,2499000,2018
mazda,6,седан,передний,бензин,2.5 AT (192 л.с.),192,155058,False,1750000,2014
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,240000,False,360000,2006
mazda,6,седан,передний,бензин,2.0 AT (147 л.с.),147,265884,False,535000,2008
mazda,6,седан,передний,бензин,2.0 AT (150 л.с.),150,103500,False,2079000,2018
mazda,6,седан,передний,бензин,2.5 AT (231 л.с.),231,90195,False,2999000,2019
mazda,6,седан,передний,бензин,1.8 MT (120 л.с.),120,310000,False,530000,2005
mazda,626,лифтбек,передний,бензин,1.8 MT (105 л.с.),105,348000,False,45000,1992
mazda,626,седан,передний,бензин,2.0 MT (115 л.с.),115,349756,False,95000,1994
mazda,626,седан,передний,бензин,2.0 AT (136 л.с.),136,184000,False,300000,2002
mazda,6_mps,седан,полный,бензин,2.3 MT (260 л.с.),260,190062,False,480000,2007
mazda,bongo_friendee,минивэн,полный,дизель,2.5 AT (130 л.с.),130,374000,False,350000,2001
mazda,cx,внедорожник,передний,бензин,2.0 AT (158 л.с.),158,0,False,3500000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (158 л.с.),158,0,False,4150000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (158 л.с.),158,0,False,4150000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (158 л.с.),158,0,False,4300000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,0,False,5235000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4070000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,0,False,5235000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,74870,False,2280000,2017
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4070000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4070000,2022
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,46709,False,3300000,2019
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,0,False,5235000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4500000,2023
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4070000,2022
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,199941,False,1899000,2012
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,60000,False,1895000,2018
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,100005,False,2175000,2018
mazda,cx,внедорожник,полный,бензин,2.5 AT (192 л.с.),192,115500,False,1850000,2014
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,161800,False,1650000,2014
mazda,cx,внедорожник,передний,бензин,2.0 MT (150 л.с.),150,146700,False,1700000,2013
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,49816,False,2900000,2020
mazda,cx,внедорожник,передний,дизель,2.2 AT (150 л.с.),150,98000,False,2630000,2019
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,37200,False,3290000,2021
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,179000,False,1720000,2015
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,160200,False,1590000,2012
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,152000,False,1799000,2013
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,95000,False,2950000,2019
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,27808,False,3267000,2021
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,77000,False,2480000,2017
mazda,cx,внедорожник,полный,дизель,2.2 AT (184 л.с.),184,62024,False,3399000,2019
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,64823,False,3299000,2018
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,8600,False,3602000,2022
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,0,False,5235000,2022
mazda,cx,внедорожник,полный,бензин,2.5 AT (194 л.с.),194,0,False,5235000,2022
mazda,cx,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,0,False,5235000,2022
mazda,cx,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,4070000,2022
mazda,cx,внедорожник,полный,бензин,2.3 AT (238 л.с.),238,163000,False,625000,2008
mazda,cx,внедорожник,передний,бензин,2.5 AT (163 л.с.),163,198000,False,1368000,2011
mazda,cx,внедорожник,полный,бензин,2.5 AT (231 л.с.),231,52000,False,4760000,2020
mazda,cx,внедорожник,полный,бензин,2.5 AT (231 л.с.),231,0,False,6850000,2022
mazda,demio,хетчбэк,передний,бензин,1.5 MT (75 л.с.),75,295550,False,120000,2000
mazda,demio,хетчбэк,передний,бензин,1.3 MT (63 л.с.),63,129000,False,210000,2001
mazda,familia,седан,передний,бензин,1.6 MT (98 л.с.),98,298352,False,165000,2000
mazda,mpv,минивэн,передний,бензин,3.0 AT (200 л.с.),200,250000,True,380000,2002
mazda,tribute,внедорожник,полный,бензин,3.0 AT (197 л.с.),197,249926,False,400000,2001
mazda,xedos_6,седан,передний,бензин,2.0 MT (140 л.с.),140,441892,False,90000,1994
mazda,tribute,внедорожник,полный,бензин,3.0 AT (197 л.с.),197,249926,False,400000,2001
mercedes,190_w201,седан,задний,бензин,2.0 AT (102 л.с.),102,300000,False,77000,1986
mercedes,190_w201,седан,задний,бензин,2.0 MT (113 л.с.),113,346405,False,550000,1988
mercedes,190_w201,седан,задний,дизель,2.0 MT (75 л.с.),75,200000,False,250000,1985
mercedes,a,хетчбэк,передний,бензин,1.5 CVT (95 л.с.),95,174000,False,590000,2007
mercedes,a,хетчбэк,передний,бензин,1.7 MT (116 л.с.),116,270000,False,500000,2004
mercedes,a,хетчбэк,передний,бензин,1.7 CVT (116 л.с.),116,149000,False,600000,2008
mercedes,a,хетчбэк,полный,бензин,2.0 AMT (360 л.с.),360,104800,False,2300000,2014
mercedes,cla,седан,передний,бензин,1.6 AMT (156 л.с.),156,170000,False,1999999,2015
mercedes,cla,седан,полный,бензин,2.0 AMT (360 л.с.),360,96000,False,2295000,2015
mercedes,clk,купе,задний,бензин,2.3 AT (197 л.с.),197,267000,False,399000,2001
mercedes,clk,купе,задний,бензин,1.8 AT (163 л.с.),163,300187,False,850000,2004
mercedes,cls,седан,задний,дизель,3.0 AT (265 л.с.),265,167000,False,2150000,2011
mercedes,cls,седан,полный,бензин,4.7 AT (408 л.с.),408,199000,False,2250000,2011
mercedes,cls,седан,задний,бензин,3.5 AT (292 л.с.),292,295000,False,1600000,2008
mercedes,c,седан,задний,бензин,1.6 AT (156 л.с.),156,191000,False,1870000,2014
mercedes,c,купе,задний,бензин,1.8 AT (156 л.с.),156,173509,False,1575000,2011
mercedes,c,универсал,задний,дизель,2.1 AT (170 л.с.),170,115225,False,2449000,2018
mercedes,c,седан,задний,бензин,1.8 AT (184 л.с.),184,155500,False,980000,2007
mercedes,c,седан,задний,бензин,2.6 AT (170 л.с.),170,325000,False,380000,2002
mercedes,c,хетчбэк,задний,бензин,1.8 AT (143 л.с.),143,270000,False,550000,2004
mercedes,c,седан,задний,бензин,2.6 AT (170 л.с.),170,485000,False,444444,2003
mercedes,c,седан,задний,бензин,1.6 AT (156 л.с.),156,146800,False,2200000,2014
mercedes,c,седан,задний,бензин,1.8 AT (184 л.с.),184,282000,False,1045000,2007
mercedes,c,седан,задний,бензин,2.0 AT (163 л.с.),163,262000,False,530000,2000
mercedes,c,универсал,задний,бензин,1.8 AT (143 л.с.),143,490000,False,600000,2005
mercedes,c,седан,задний,бензин,1.8 AT (143 л.с.),143,208000,False,720000,2003
mercedes,c,седан,задний,бензин,1.8 AT (122 л.с.),122,187000,False,170000,1995
mercedes,c,седан,задний,бензин,1.6 AT (156 л.с.),156,262000,False,1200000,2012
mercedes,c,седан,задний,бензин,1.8 MT (122 л.с.),122,280000,True,60000,1996
mercedes,e,седан,задний,дизель,2.0 AT (150 л.с.),150,140000,False,3198000,2020
mercedes,e,универсал,задний,дизель,2.2 AT (150 л.с.),150,230000,False,890000,2004
mercedes,e,седан,полный,бензин,3.0 AT (231 л.с.),231,296000,False,1200000,2007
mercedes,e,седан,задний,бензин,2.3 AT (150 л.с.),150,205000,False,129000,1997
mercedes,e,седан,задний,бензин,2.0 AT (184 л.с.),184,162000,False,2300000,2014
mercedes,e,купе,задний,бензин,2.0 AT (184 л.с.),184,113000,False,2300000,2016
mercedes,e,седан,задний,бензин,1.8 AT (204 л.с.),204,125000,False,1430000,2009
mercedes,e,седан,полный,бензин,2.8 AT (204 л.с.),204,220000,False,500000,1997
mercedes,e,седан,задний,бензин,1.8 AT (184 л.с.),184,125000,False,1300000,2011
mercedes,e,седан,задний,бензин,2.6 AT (177 л.с.),177,370000,False,850000,2003
mercedes,e,седан,задний,бензин,2.0 AT (184 л.с.),184,83000,False,2600000,2017
mercedes,e,седан,полный,бензин,2.6 AT (177 л.с.),177,290537,False,659000,2004
mercedes,e,седан,полный,бензин,5.0 AT (306 л.с.),306,175000,False,999999,2004
mercedes,e,седан,задний,бензин,3.2 AT (224 л.с.),224,340000,False,730000,2003
mercedes,e,седан,задний,бензин,2.0 MT (136 л.с.),136,350000,False,85000,1997
mercedes,gla,внедорожник,передний,бензин,1.3 AMT (150 л.с.),150,6500,False,4550000,2020
mercedes,gla,внедорожник,передний,бензин,1.6 AMT (156 л.с.),156,74000,False,2500000,2015
mercedes,gla,внедорожник,полный,бензин,2.0 AMT (211 л.с.),211,112992,False,2099000,2015
mercedes,glc,внедорожник,полный,дизель,2.0 AT (194 л.с.),194,90384,False,3850000,2020
mercedes,glc,внедорожник,полный,гибрид,2.0 AT (211 л.с.),211,122456,False,3879000,2018
mercedes,glc,внедорожник,полный,дизель,2.0 AT (194 л.с.),194,44600,False,5690000,2021
mercedes,glc,внедорожник,полный,дизель,2.0 AT (194 л.с.),194,57000,False,4650000,2020
mercedes,glc,внедорожник,полный,бензин,3.0 AT (367 л.с.),367,57000,False,4420000,2018
mercedes,gle,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,77000,False,4285000,2015
mercedes,gle,внедорожник,полный,дизель,2.0 AT (245 л.с.),245,15,False,12690000,2022
mercedes,gle,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,55000,False,7500000,2018
mercedes,gle,внедорожник,полный,дизель,3.0 AT (258 л.с.),258,102200,False,4300000,2018
mercedes,gle,внедорожник,полный,дизель,2.0 AT (245 л.с.),245,26,False,12690000,2022
mercedes,gle,внедорожник,полный,дизель,2.0 AT (245 л.с.),245,6620,False,10850000,2021
mercedes,gle,внедорожник,полный,бензин,3.5 AT (249 л.с.),249,150600,False,3799000,2016
mercedes,gle,внедорожник,полный,дизель,2.0 AT (245 л.с.),245,77,False,12090000,2022
mercedes,gle,внедорожник,полный,бензин,3.0 AT (367 л.с.),367,20,False,15590000,2022
mercedes,gle,внедорожник,полный,бензин,3.0 AT (435 л.с.),435,26907,False,12215000,2021
mercedes,gle,внедорожник,полный,дизель,2.9 AT (249 л.с.),249,92953,False,9500000,2020
mercedes,gle,внедорожник,полный,дизель,2.9 AT (249 л.с.),249,55200,False,10790000,2021
mercedes,gle,внедорожник,полный,бензин,3.0 AT (333 л.с.),333,138000,False,5985000,2017
mercedes,gle,внедорожник,полный,дизель,2.9 AT (249 л.с.),249,20,False,14090000,2023
mercedes,glk,внедорожник,полный,бензин,2.0 AT (211 л.с.),211,181800,False,1920000,2013
mercedes,glk,внедорожник,полный,дизель,2.1 AT (170 л.с.),170,161054,False,2500000,2015
mercedes,glk,внедорожник,полный,бензин,3.0 AT (231 л.с.),231,175000,False,1420000,2009
mercedes,gls,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,90000,False,3999999,2017
mercedes,gls,внедорожник,полный,бензин,3.0 AT (367 л.с.),367,91270,False,12900000,2021
mercedes,gls,внедорожник,полный,дизель,2.9 AT (330 л.с.),330,91600,False,9600000,2019
mercedes,gls,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,104712,False,6150000,2018
mercedes,gls,внедорожник,полный,дизель,2.9 AT (330 л.с.),330,15,False,16280000,2022
mercedes,gls,внедорожник,полный,дизель,2.9 AT (330 л.с.),330,34,False,16280000,2022
mercedes,gl,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,157981,False,3649000,2014
mercedes,gl,внедорожник,полный,дизель,3.0 AT (224 л.с.),224,277000,False,1550000,2009
mercedes,gl,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,126173,False,3699000,2014
mercedes,gl,внедорожник,полный,бензин,3.0 AT (333 л.с.),333,270000,False,2300000,2014
mercedes,gl,внедорожник,полный,дизель,3.0 AT (224 л.с.),224,330000,False,1430000,2008
mercedes,gl,внедорожник,полный,бензин,5.5 AT (388 л.с.),388,223000,False,1800000,2011
mercedes,gl,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,157981,False,3649000,2014
mercedes,gl,внедорожник,полный,дизель,3.0 AT (224 л.с.),224,277000,False,1550000,2009
mercedes,gl,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,126173,False,3699000,2014
mercedes,gl,внедорожник,полный,бензин,3.0 AT (333 л.с.),333,270000,False,2300000,2014
mercedes,gl,внедорожник,полный,дизель,3.0 AT (224 л.с.),224,330000,False,1430000,2008
mercedes,gl,внедорожник,полный,бензин,5.5 AT (388 л.с.),388,223000,False,1800000,2011
mercedes,g,внедорожник,полный,дизель,2.9 AT (249 л.с.),249,18000,False,22200000,2021
